id,name,votes,rating,phone,address,zip,cuisine
2022,Figueroa Philly Cheese Steak,560,4.5,(213) 748-9073,3850 S Figueroa St,90037,Cheesesteaks
2023,Dan Sung Sa,498,4,(213) 487-9100,3317 W 6th St,90020,Dive Bars
2024,Shabu Hyang,109,4,(213) 384-5464,3807 Wilshire BlvdSte 120,90010,Korean
2026,Food,567,4,(310) 441-7770,10571 Pico Blvd,90064,Sandwiches
2027,Kyo-Dong,18,4,(213) 384-1716,City Center on 6th3500 W 6th St,90020,Korean
2028,Bernie’s Teriyaki,208,4,(213) 250-8413,318 Glendale Blvd,90026,Asian Fusion
2029,Spear Steak & Seafood House,308,4,(213) 688-3000,800 W 6th StSte 100,90017,American (New)
2030,Cha Cha Chili,772,4,(323) 222-8900,4625 Valley Blvd,90032,Asian Fusion
2031,L & E Oyster Bar,387,4,(323) 660-2255,1637 Silver Lake Blvd,90026,"Seafood,Wine Bars"
2033,Running Goose,82,4.5,(323) 469-1080,1620 N Cahuenga Blvd,90028,Tapas/Small Plates
2034,The Springs,212,4,(213) 223-6226,608 Mateo St,90021,Vegan
2035,Osteria Mozza,1969,4,(323) 297-0100,6602 Melrose Ave,90038,Italian
2037,Las Molenderas Restaurant,14,5,(323) 269-2812,2635 Whittier Blvd,90023,Mexican
2038,Jesse’s Camarones Restaurant,59,4.5,(323) 735-6399,1479 W Adams Blvd,90007,Seafood
2039,Sticky Rice,340,4,(213) 621-2865,317 S BroadwaySte C-4-5,90013,Thai
2040,CJ’s Cafe,328,4,(323) 936-3216,5501 W Pico Blvd,90019,Mexican
2041,Jack N Jill’s Too,552,4,(310) 858-4900,8738 W 3rd St,90048,Creperies
2042,TBLA Catering & Cafe,114,4.5,(213) 623-1013,765 Santee St,90014,American (New)
2043,Golden Lake Eatery Cambodian Restaurant,36,4.5,(213) 509-4035,424 W College St,90012,Cambodian
2044,Plan Check Kitchen + Bar,454,4,(213) 403-1616,1111 Wilshire Blvd,90017,Cocktail Bars
2045,Rice Bar,78,4,(213) 807-5341,419 W 7th St,90014,Filipino
2047,Johnny’s Pastrami,216,4,(323) 734-6003,4331 W Adams Blvd,90018,American (Traditional)
2048,Carnitas Michoacan,804,4,(323) 225-2729,1901 N Broadway,90031,Mexican
2049,Ludwig Biergarten,224,4,(323) 556-6679,6333 W 3rd StSte 706,90036,German
2050,Panini Cafe -Downtown,702,4,(213) 489-4200,600 W 9th St,90015,Italian
2051,L.A Burger,128,4,(323) 938-4300,6001 W Pico Blvd,90035,American (Traditional)
2052,Koshi,88,4.5,(818) 505-8290,10140 Riverside Dr,91602,Korean
2054,Thirteen XIII Soju Bar,58,4.5,(323) 272-3432,4121 W Olympic Blvd,90019,Bars
2055,The Village Kitchen,92,4.5,(213) 235-1487,1667 Beverly Blvd,90026,American (Traditional)
2056,Madera Kitchen,176,3.5,(213) 261-3687,1835 N Cahuenga Blvd,90028,"American (New),Creperies"
2057,Amalia’s Restaurant,224,4,(323) 644-1515,751 N Virgil Ave,90029,Latin American
2058,Thai Deli,174,4,(323) 223-0269,1835 E Cesar E Chavez Ave,90033,Japanese
2059,Araya’s Place - Thai Vegan Restaurant,309,4.5,(323) 900-0557,8101 Beverly Blvd,90048,Vegan
2061,Nick’s Cafe,670,4,(323) 222-1450,1300 N Spring St,90012,Diners
2062,Ariyoshi Sushi Cafe Izakaya,374,4,(323) 931-5358,5358 Wilshire Blvd,90036,Sushi Bars
2063,The Porter Junction Cafe,85,4.5,(213) 489-4430,2350 Porter St,90021,Breakfast & Brunch
2064,Jay’s Bar,211,4,(323) 666-1898,4321 Sunset Blvd,90029,Bars
2065,Wiches On Wilshire,52,4.5,(213) 389-3656,3800 Wilshire BlvdSte 110B,90010,Sandwiches
2066,The Zipbob,43,4.5,(213) 389-2818,4003 Wilshire Blvd,90010,Korean
2067,Slurpin’ Ramen Bar,379,4.5,(213) 388-8607,3500 W 8th St,90005,Ramen
2068,Il Capriccio on Vermont,603,4,(323) 662-5900,1757 N Vermont Ave,90027,Italian
2069,Ro Ro’s Chicken,372,4,(323) 461-9999,6660 W Sunset BlvdSte C,90028,Middle Eastern
2070,Cardamom Indian Cuisine,255,4.5,(323) 936-1000,7233 Beverly Blvd,90036,Indian
2071,Jang Choong Dong Restaurant,62,4,(213) 386-3535,425 S Western Ave,90020,Korean
2072,Wilde Wine Bar & Restaurant,25,4.5,(323) 932-9500,320 South La Brea,90036,Wine Bars
2073,Men Oh Tokushima Ramen,683,4,(213) 687-8485,456 E 2nd St,90012,Ramen
2074,Cassell’s Hamburgers,252,3.5,(213) 387-5502,3600 W 6th St,90020,Burgers
2075,Springtime In New York Cafe,139,4,(213) 537-0046,557 S Spring St,90014,Salad
2076,Barrel Down,103,4,(213) 232-8657,525 W 7th St,90014,Bars
2077,Madame Monsieur,69,4.5,(213) 239-9440,512 W 6th St,90017,Cafes
2078,LA Rose Cafe,534,4.5,(323) 662-4024,4749 Fountain Ave,90029,Filipino
2079,La Azteca Tortilleria,285,4.5,(323) 262-5977,4538 E Cesar E Chavez Ave,90022,Mexican
2080,The Little Easy,133,4,(213) 628-3113,216 W 5th St,90013,Cocktail Bars
2081,Mother Dough,352,4,(323) 644-2885,4648 Hollywood Blvd,90027,Pizza
2082,Fala Bar,141,4.5,(323) 424-7131,7751 1/2 Melrose Ave,90046,Salad
2083,Village Pizzeria,993,4,(323) 465-5566,131 N Larchmont Blvd,90004,Pizza
2084,Tom Bergin’s Public House,391,4,(323) 936-7151,840 S Fairfax Ave,90036,"Restaurants,Barbier,Bar"
2086,Della Terra,313,4,(323) 933-7675,7675 Beverly Blvd,90036,Italian
2087,PIPS On La Brea,209,4,(323) 954-7477,1356 S La Brea Ave,90019,Jazz & Blues
2088,Hot Wings Cafe,506,4,(323) 930-1233,7011 Melrose Ave,90038,Chicken Wings
2089,Orleans and York Deli,391,4.5,(323) 291-8800,4454 W Slauson Ave,90043,Cajun/Creole
2090,Bourgeois Pig,600,4,(323) 464-6008,5931 Franklin Ave,90028,Coffee & Tea
2091,Ziran,24,4.5,(213) 617-1133,333 S. Figueroa St.,90071,American (New)
2092,The Backyard at 4518,134,4,(323) 702-9141,4518 Hollywood Blvd,90027,"Italian,Hospitals,Grocery,Breakfast & Brunch,Cannabis Clinics"
2093,Mainland Poke Shop,262,4,(323) 452-9904,8318 1/2 W 3rd St,90048,Hawaiian
2094,Mariscos Jalisco,345,4.5,(323) 528-6701,3040 E Olympic Blvd,90023,"Mexican,Beer, Wine & Spirits"
2095,Vicky’s Restaurant,18,5,(323) 264-5595,2308 E 1st St,90033,Mexican
2096,Byul Gobchang,157,4,(213) 739-0321,3819 W 6th St,90020,Barbeque
2097,Rocco’s Italian Kitchen,286,4,(323) 655-0058,6335 Wilshire Blvd,90048,Italian
2098,Blossom Restaurant,902,3.5,(213) 623-1973,426 S Main St,90013,Vietnamese
2099,Casa Chocolate,102,4,(323) 734-7679,3319 W Pico Blvd,90019,Coffee & Tea
2100,Grub,1415,4,(323) 461-3663,911 Seward St,90038,American (New)
2101,Organic Corner Cafe,48,4.5,(213) 250-5550,1001 Wilshire Blvd,90017,Cafes
2103,Spitz - Little Tokyo,1206,4,(213) 613-0101,371 E 2nd St,90012,Bars
2104,Oo-Kook Korean BBQ,923,4,(213) 385-5665,3385 W 8th St,90005,Korean
2105,India’s Restaurant,654,4.5,(323) 912-9230,4366 Fountain Ave,90029,Indian
2106,The Blue Star,137,4,(213) 627-2022,2200 E 15th St,90021,American (New)
2107,Versailles Restaurant,1604,4,(310) 558-3168,10319 Venice Blvd,90034,Cuban
2108,Grace Cafe,41,4.5,(213) 250-7515,1221 W 3rd St,90017,Coffee & Tea
2109,Perch,3132,4,(213) 802-1770,448 S Hill St,90013,Lounges
2110,Ham Ji Park,93,4,(323) 733-8333,4135 W Pico Blvd,90019,Korean
2111,The Fresh,34,4.5,(213) 487-7067,3450 W 6th StSte 102,90020,Korean
2112,Sky’s Gourmet Tacos,679,4,(323) 932-6253,5408 W Pico Blvd,90019,Mexican
2113,Mexicano,153,4,(323) 296-0798,Baldwin Hills Crenshaw Plaza3650 W Martin Luther King Jr Blvd,90008,Mexican
2114,Pitchoun Bakery & Café,197,4,(213) 689-3240,545 S Olive St,90013,Cafes
2115,The Escondite,509,4,(213) 626-1800,410 Boyd St,90013,Bars
2116,Wako Donkasu,449,4,(213) 381-9256,3377 Wilshire BlvdSte 112,90010,Japanese
2117,Marouch Restaurant,277,4,(323) 662-9325,4905 Santa Monica Blvd.,90029,Armenian
2118,Cafe Americano on Melrose,138,4.5,(323) 464-5727,5770 Melrose AveSte 101,90038,Coffee & Tea
2119,Project Taco,111,4,(323) 424-7564,6325 Wilshire Blvd,90048,"Mexican,Fast Food"
2120,Meze,146,4,(323) 912-1111,2662 Griffith Park Blvd,90039,Mediterranean
2121,Sugarfish by Sushi Nozawa,280,4,(323) 488-3636,101 S La Brea,90036,Japanese
2122,Beer Belly,1609,4,(213) 387-2337,532 S Western Ave,90020,Gastropubs
2123,Peking Tavern,407,4,(213) 988-8308,806 S Spring St,90014,Gastropubs
2124,Blair’s Restaurant,363,4,(323) 660-1882,2903 Rowena Ave,90039,"Italian,IT Services & Computer Repair"
2125,Yang Ban Sul Lung Tang Restaurant,94,4.5,(213) 489-4640,716 E 9th Pl,90021,Korean
2126,Monte 52,147,4.5,(818) 626-0822,La Tropicana Market5200 Monte Vista St,90042,Sandwiches
2127,New Dragon Seafood Restaurant,237,3.5,(213) 626-6050,936 N Hill St,90012,Chinese
2128,Taylor’s Steakhouse,643,4,(213) 382-8449,3361 W 8th St,90005,Steakhouses
2129,Beachwood Cafe,245,3.5,(323) 871-1717,2695 N Beachwood Dr,90068,American (New)
2130,Butcher’s Dog,96,4,(310) 444-2929,11301 W Olympic Blvd,90064,"Sports Bars,French,Korean,Korean,American (New),Cafes"
2131,Mama’s Secret,180,4,(323) 424-3482,8314 W 3rd St,90048,Coffee & Tea
2132,Blazing Stone Pizza,59,4.5,(323) 276-3939,3501 Monterey Rd,90032,Pizza
2133,The Park,528,4,(213) 482-9209,1400 Sunset Blvd,90026,American (New)
2134,Olympian Burgers,165,4,(323) 735-0599,2701 S Vermont Ave,90007,Burgers
2135,The Carving Board,83,4.5,(310) 478-7500,11676 Gateway Blvd,90064,Sandwiches
2136,Natural Selection,38,4.5,(213) 265-7470,646 S Main St,90014,Vegetarian
2137,The Counter,491,4,(213) 228-7800,725 W 7th St,90017,Burgers
2138,Villains Tavern,971,4,(213) 613-0766,1356 Palmetto St,90013,Bars
2139,Tropicalia Brazilian Grill,478,4,(323) 644-1798,1966 Hillhurst Ave,90027,Brazilian
2140,HEU,298,4,(213) 386-8001,3959 Wilshire BlvdSte B211,90010,Korean
2141,Pellicola Pizzeria,281,4,(213) 614-8000,421 W 8th St,90014,Italian
2142,Gulfstream,530,4,(310) 553-3636,10250 Santa Monica Blvd,90067,American (New)
2143,Olio Wood Fired Pizzeria,426,4,(323) 930-9490,8075 W 3rd StSte 100,90048,Pizza
2145,Pacific Dining Car,764,3.5,(213) 483-6000,1310 W 6th St,90017,Steakhouses
2146,House of Macau,69,4,(323) 745-5038,1600 Vine St,90028,Chinese
2147,M Café de Chaya,687,4,(323) 525-0588,7119 Melrose Ave,90046,Vegetarian
2148,Patio Burgers & Beer,80,4.5,(323) 739-0013,4541 Eagle Rock Blvd,90041,"Burgers,Sushi Bars,Bars,Grocery,Caterers,Auto Repair"
2149,Tacos Baja Ensenada,754,4.5,(323) 887-1980,5385 Whittier Blvd,90022,Mexican
2150,Cherry Pick Cafe,92,4.5,(213) 687-0700,208 S Hill St,90012,Sandwiches
2151,Melrose Cafe,74,4,(323) 461-0077,5003 Melrose Ave,90038,Italian
2152,Guero’s Cocina Mexicana,31,4.5,(213) 488-1574,737 S Los Angeles St,90014,Mexican
2153,The Griffin,844,4,(323) 644-0444,3000 Los Feliz Blvd,90039,Lounges
2154,El Cochinito Restaurant,390,4,(323) 668-0737,3508 W Sunset Blvd,90026,"Cuban,Bakeries,Seafood,American (New),American (New),Seafood"
2155,Quarters Korean BBQ,608,4.5,(213) 365-8111,3465 W 6th StC-130,90020,Korean
2156,Yellow House Cafe,687,3.5,(213) 365-0820,234 S Oxford Ave,90004,Desserts
2157,Rocco’s Italian Market and Deli,131,4.5,(323) 403-0900,1761 N Vermont,90027,Delis
2158,Pistola,182,4,(323) 951-9800,8022 W 3rd St,90048,Italian
2159,El Carmen,689,4,(323) 852-1552,8138 W 3rd St,90048,Mexican
2160,Daikokuya,736,4,(310) 575-4999,2208 Sawtelle Blvd,90064,Ramen
2162,Go Pocha,97,4,(213) 381-0088,401 S Vermont Ave,90020,Korean
2163,Gus’s Lunch Box,109,4.5,(213) 631-8250,2365-2377 Glendale Blvd,90039,Mexican
2164,Yook Cal Bop Sang,14,4,(213) 386-0410,859 S Western Ave,90005,Korean
2165,Mel’s Fish Shack,210,4,(323) 732-6357,4524 W Jefferson Blvd,90016,"Seafood Markets,Bakeries"
2166,Soowon Galbi KBBQ Restaurant,1825,4.5,(213) 365-9292,856 S Vermont AveSte C,90005,Korean
2167,Candela Taco Bar & Lounge,372,4,(323) 936-0533,831 S La Brea Ave,90036,Mexican
2168,Twist Eatery,91,4,(323) 938-9478,344 S La Brea Ave,90036,Cafes
2169,La Carreta,112,4.5,(323) 232-7133,1471 E Vernon Ave,90011,Mexican
2170,Cafe Korobokgur,227,4,(213) 388-8818,3464 W 8th St,90005,Korean
2171,KyoChon,1324,3.5,(213) 739-9292,3833 W 6th St,90020,Korean
2172,Te’Kila,421,4,(323) 960-2404,6541 Hollywood Blvd,90028,Bars
2173,Cilantro,21,4.5,(213) 628-3111,1234 Wilshire Blvd,90017,Mexican
2174,Feng Mao Lamb Kebab,198,4,(424) 284-9769,414 S Western Ave,90020,Korean
2175,Sapp Coffee Shop,544,4.5,(323) 665-1035,5183 Hollywood Blvd,90027,Thai
2176,Mirak 2,37,4,(213) 388-9291,1101 S Vermont Ave,90006,Korean
2177,The Briks,292,4.5,(213) 746-7766,1111 S Hope StSte 110,90015,African
2178,A Food Affair,535,4.5,(310) 557-9795,1515 S Robertson Blvd,90035,French
2179,Nabeeya,209,4,(213) 622-5750,766 S Santee St,90014,Sushi Bars
2180,Dino’s Burgers,276,4,(323) 223-1843,2817 N Main St,90031,Burgers
2181,Sunshine Restaurant,77,4.5,(323) 462-4646,861 N Western Ave,90029,Thai
2182,The Punchbowl,244,4.5,(323) 666-1123,4645 Melbourne Ave,90027,Live/Raw Food
2183,El Diner,89,4,(323) 931-1281,5515 Wilshire Blvd,90036,Mexican
2184,Tsujita LA Artisan Noodle,1965,4,(310) 231-7373,2057 Sawtelle Blvd,90025,Ramen
2185,"Taste of The Caribbean, LA",28,4.5,(323) 378-3311,1642 N Cahuenga Blvd,90028,Caribbean
2186,The Original Ramen Burger,251,3.5,(213) 380-2399,239 S Vermont Ave,90004,Burgers
2187,Mignon,301,4,(213) 489-0131,128 E 6th St,90014,"Wine Bars,Gyms"
2188,Taqueria La Guadalupana,36,4.5,(323) 440-6445,Cypress Ave At Division St,90065,Mexican
2189,Chego!,987,4,(323) 380-8680,727 N BroadwayUnit 117,90012,Asian Fusion
2190,Rincon Oaxaqueno,40,4.5,(323) 461-3622,6655 Hollywood Blvd,90028,Mexican
2191,HMS Bounty,426,4,(213) 385-7275,3357 Wilshire Blvd,90010,Bars
2193,Homegirl Cafe and Catering,450,4,(213) 617-0380,130 W Bruno  St,90012,Vegetarian
2194,Genki Grill,77,4,(323) 653-3287,6355 Wilshire Blvd,90048,Korean
2195,Frankie’s,206,4,(323) 746-4570,7228 Melrose Ave,90046,Italian
2196,Romero’s Rotisserie Chicken-N-Donuts,80,4.5,(323) 667-0854,611 N Virgil Ave,90004,Mexican
2197,Dok Dok Chicken,51,4,(213) 351-9963,401 S Vermont AveSte 1,90020,Chicken Wings
2198,Truxton’s American Bistro,764,4,(310) 417-8789,8611 Truxton Ave,90045,"American (New),American (New)"
2199,Kachi Deli Cafe & Grill,159,4,(213) 482-4553,1055 Wilshire Blvd,90017,Vegetarian
2200,Rascal,440,4,(323) 933-3229,801 S LA Brea Ave,90036,"American (New),Florists,Dive Bars,Bikes,Trainers,Mexican"
2201,Atlacatl Restaurant,305,4,(323) 663-1404,301 N Berendo St,90004,Salvadoran
2202,The Backhouse,496,4,(310) 481-6800,10915 W Pico Blvd,90064,Sushi Bars
2203,Petty Cash Taqueria,461,3.5,(323) 933-5300,7360 Beverly Blvd,90036,Mexican
2204,Sage Organic Vegan Bistro,1077,4,(213) 989-1718,1700 Sunset Blvd,90026,Vegan
2205,The Dresden Restaurant,628,4,(323) 665-4294,1760 N Vermont Ave,90027,Lounges
2206,The Oyster Gourmet,72,4.5,(310) 570-0682,317 S Broadway,90013,Seafood
2207,Nick’s Coffee Shop & Deli,540,4,(310) 652-3567,8536 W Pico Blvd,90035,Diners
2208,Mike’s Sandwich Shop,91,4,(323) 264-0444,1717 S Soto St,90023,Sandwiches
2209,Gushi,763,4,(310) 208-4038,978 Gayley Ave,90024,Korean
2210,Oleego By Parks BBQ,184,4,(213) 614-9090,735 S Figueroa StSte 123,90017,Barbeque
2211,Little Jewel of New Orleans,628,4.5,(213) 620-0461,207 Ord St,90012,Delis
2212,Dr Robbin,165,4,(213) 380-0202,3000 W 6th St,90020,Korean
2213,Necco,95,4.5,(310) 446-5241,1929 Westwood Blvd,90025,Japanese
2214,Pitfire Artisan Pizza,231,4,(323) 544-6240,801 N Fairfax Ave,90046,Pizza
2215,Wat Dong Moon Lek Noodle,663,4,(323) 666-5993,4356 Fountain Ave,90029,Thai
2216,Casa Nostra Ristorante & Bar,370,4,(213) 362-3311,825 W 9th St,90015,Italian
2217,Deli-cious Deli & Catering,127,4.5,(323) 936-3354,5966 W Olympic Blvd,90036,Delis
2218,Sushi Ippo,53,4,(213) 381-0110,3800 Wilshire Blvd,90010,Sushi Bars
2220,Greenleaf Gourmet Chopshop,86,4,(323) 380-5127,6201 W Hollywood BlvdSte 120,90028,Salad
2221,Quicksand,126,4.5,(310) 439-9170,12201 Santa Monica Blvd,90025,"Salad,Coffee & Tea"
2222,Genwa Korean BBQ,1950,4.5,(323) 549-0760,5115 Wilshire Blvd,90036,Korean
2223,Commissary,568,3.5,(213) 368-3030,The Line Hotel3515 Wilshire Blvd,90010,American (New)
2224,Study Hall,43,4,(213) 493-4363,2827 S Hoover St,90007,American (New)
2225,Wokcano,130,4,(323) 450-9037,8000 W Sunset BlvdSte A110,90046,Japanese
2226,Seree’s Coffee Shop,36,4.5,(213) 747-8233,2800 S Grand Ave,90007,Breakfast & Brunch
2227,Sunny Blue,158,4.5,(310) 751-6306,12608A Washington Blvd,90066,Japanese
2228,Izakaya Fu-ga,616,4,(213) 625-1722,111 S San Pedro St,90012,Japanese
2229,Pizzanista!,491,4,(213) 627-1430,2019 E 7th St,90021,Pizza
2230,Frank’s Restaurant,172,4,(323) 655-5277,363 S Fairfax Ave,90036,Mexican
2231,LA Paella,421,4,(323) 951-0745,476 S San Vicente Blvd,90048,Spanish
2232,Room 5,79,4,(323) 938-2504,143 N La Brea Ave2nd Fl,90036,American (New)
2234,Soot Bull Jeep,722,4,(213) 387-3865,3136 W 8th St,90005,Korean
2235,Creperie Le Terrace,66,4.5,(323) 766-5315,1102 S Western Ave,90006,Juice Bars & Smoothies
2236,Bibi’s Bakery & Cafe,112,4.5,(310) 246-1788,8928 W Pico Blvd,90035,Bakeries
2237,Young Dong Restaurant,200,3.5,(213) 386-3729,3828 Wilshire Blvd,90010,Korean
2238,LA Café,1078,3.5,(213) 612-3000,639 S Spring St,90014,Breakfast & Brunch
2239,Bar & Kitchen,613,3.5,(213) 784-3048,O Hotel819 S Flower St,90017,American (New)
2241,Brownstone Bistro,106,3.5,(323) 965-9400,5047 W Pico Blvd,90019,American (New)
2242,Jeon Ju Restaurant,210,4,(213) 386-5678,2716 W Olympic BlvdSte 101,90006,Korean
2243,Con Sabor A Perú,83,4,(323) 936-4444,5163 Venice Blvd,90019,Peruvian
2244,Tofu and Noodles,173,4.5,(213) 915-0256,3068 W 8th St,90005,Korean
2245,Cielito Lindo,383,4,(213) 687-4391,E-23 Olvera StSte E,90012,Mexican
2246,Aloha Café,464,4,(213) 346-9930,Honda Plaza410 E 2nd St,90012,Breakfast & Brunch
2247,Swingers Diner,863,3.5,(323) 653-5858,8020 Beverly Blvd,90048,Diners
2248,Xiomara,198,4,(323) 461-0601,6101 Melrose Ave,90038,Cuban
2249,Burger Lounge,137,4,(323) 462-2310,217 North Larchmont Blvd,90004,Burgers
2250,Square One At the Boathouse,94,4,(213) 481-8495,751 Echo Park Ave,90026,Breakfast & Brunch
2251,Sachi Teriyaki House,132,4,(323) 293-3865,4455 W Slauson Ave,90043,Japanese
2252,Lotus,393,4,(213) 478-0090,3742 S Flower St,90007,Hookah Bars
2253,Industriel,765,3.5,(213) 488-8020,609 S Grand Ave,90017,American (New)
2254,Cabbage Patch,313,4,(213) 489-4489,520 W 6th St,90014,American (New)
2255,The Grain Cafe,236,4.5,(323) 931-4034,4222 W Pico Blvd,90019,Sandwiches
2256,Mitsuru Cafe,586,4,(213) 613-1028,117 Japanese Village Plz Mall,90012,Japanese
2257,Gogo’s Bistro,98,4,(323) 980-0632,2415 E Cesar Chavez Ave,90033,American (New)
2258,Roscoe’s House of Chicken & Waffles,286,4,(323) 752-6211,106 W Manchester AveSte B,90003,Southern
2260,Awoolim,68,4,(213) 388-0053,"Koreatown Plaza928 S Western Ave, Ste 125",90006,Korean
2262,E-Moon Oak Restaurant,104,4,(213) 387-8899,869 S Western AveSte 5,90005,Korean
2263,The Fix Burger,474,4,(323) 661-8494,2520 Hyperion Ave,90027,Burgers
2264,Little Bear,535,3.5,(213) 622-8100,1855 Industrial St,90021,Gastropubs
2265,Feng Mao Lamb Kebab,250,4,(323) 746-9644,3901 W Olympic Blvd,90019,Chinese
2266,BLD,2018,4,(323) 930-9744,7450 Beverly Blvd,90036,American (New)
2267,Pho 87,846,4,(323) 227-0758,1019 N  Broadway,90012,Vietnamese
2268,Vaka Burgers Express,92,4.5,(323) 265-1111,2765 E Olympic Blvd,90023,"Food Trucks,Beer, Wine & Spirits"
2269,Shin-Sen-Gumi Hakata Ramen - West L.A.,473,4,(424) 208-3293,1601 Sawtelle Blvd,90025,Ramen
2270,Gigo’s Cafe & Deli,183,4,(213) 229-8889,853 N Broadway,90012,Coffee & Tea
2271,Humble Potato,566,4,(323) 989-2242,8321 Lincoln Blvd,90045,Burgers
2272,La 1st St Taqueria,65,4.5,(323) 262-9787,1843 1/2 E 1st St,90033,Mexican
2273,The New Moon,178,4,(213) 624-0186,102 W 9th St,90015,Chinese
2274,Berry Que,120,4.5,(323) 462-7888,1707 N. Las Palmas Ave.,90028,Juice Bars & Smoothies
2275,Stone Grill,136,4,(213) 388-0285,703 S Vermont Ave,90005,Korean
2276,Curry House,896,4,(213) 620-0855,123 S Onizuka StSte 204,90012,Japanese
2277,EMC Seafood & Raw Bar,1863,4,(213) 351-9988,3500 W 6th StSte 101,90020,Seafood
2278,El Camaron Pelado,22,5,(323) 505-7544,2676 Pasadena Ave,90031,Seafood
2279,Little Dom’s,1115,3.5,(323) 661-0055,2128 Hillhurst Ave,90027,"Italian,American (New)"
2280,Zermeño’s Restaurant,145,4,(323) 467-1202,6115 Santa Monica Blvd,90038,Mexican
2281,The Hollywood Corner,490,3.5,(323) 463-2220,1156 N Highland Ave,90038,American (Traditional)
2282,Khun Dom Thai,86,4,(323) 663-1086,4681 Melrose Ave,90029,Thai
2283,Simply Pho You,575,4,(213) 381-2246,698 S Vermont Ave,90005,Vietnamese
2284,Market Place Restaurant,50,4,(213) 622-7285,1102 Lawrence St,90021,American (New)
2285,Marie’s Deli & Cafe,214,4.5,(213) 622-5283,731 W 7th St,90017,Bagels
2286,Crossroads,590,4,(323) 782-9245,8284 Melrose Ave,90046,Vegan
2287,Al Wazir Chicken,334,4,(323) 856-0660,6051 Hollywood Blvd,90028,Middle Eastern
2288,Guisados,1071,4.5,(213) 250-7600,1261 W Sunset Blvd,90026,Mexican
2289,Tlayuda L.A. Mexican Restaurant,52,5,(213) 261-4667,5450 Santa Monica Blvd,90029,Mexican
2290,Golden Burger 11,33,4,(213) 484-2868,1938 W 3rd St,90057,Fast Food
2291,Falafel-Arax,228,4,(323) 663-9687,5101 Santa Monica BlvdSte 2,90029,Falafel
2292,Canter’s Deli,2318,3.5,(323) 651-2030,419 N Fairfax Ave,90036,Bakeries
2293,Top Round Roast Beef,445,3.5,(323) 549-9445,1000 S La Brea Ave,90019,Sandwiches
2294,The Village Bakery and Cafe,727,4,(323) 662-8600,3119 Los Feliz Blvd,90039,Bakeries
2295,Bombay Grill,89,4.5,(323) 798-5197,6775 Santa Monica Blvd,90038,Indian
2296,Blossom Vietnamese Restaurant,303,4,(323) 953-8345,4019 W Sunset Blvd,90029,Vietnamese
2297,Sake House by Hikari,144,4,(213) 389-4000,3465 W 6th StSte 150,90020,Sushi Bars
2298,Rao’s,161,4,(323) 962-7267,1006 Seward St,90038,Italian
2299,The Spoon,26,3.5,(213) 634-0026,621 S Western AveSte 117,90005,Italian
2300,Wiki Poki,181,4,(213) 739-4363,3438 Wilshire Blvd,90010,Hawaiian
2301,ROC Kitchen,1009,4,(310) 235-2089,2049 Sawtelle Blvd,90025,Chinese
2302,Rubio’s Cafe,67,4.5,(310) 202-1770,3380 S Robertson Blvd,90034,Mexican
2303,Big Mango Cafe,91,4.5,(424) 835-5833,12035 Waterfront DrSte 104,90094,Coffee & Tea
2304,The Good Karma Cafe,23,4.5,(213) 531-9616,817 W 34th St,90089,Cafes
2305,The Oinkster,2948,4,(323) 255-6465,2005 Colorado Blvd,90041,Burgers
2306,Mariscos 4 Vientos,361,4,(323) 266-4045,3000 E Olympic Blvd,90023,Mexican
2307,La Valentina Mexican Grill,79,4.5,(323) 734-4071,2719 Vermont Ave,90007,Mexican
2308,Taco Man,72,4.5,(323) 222-6560,1602 N Soto St,90033,Mexican
2309,The IZAKA-YA by KATSU-YA,708,4,(323) 782-9536,8420 W 3rd St,90048,Sushi Bars
2310,Maruya,248,4,(213) 613-9988,106 Japanese Village Plaza Mall,90012,Sushi Bars
2311,Golden Mongolian Restaurant,45,4.5,(213) 263-2141,3012 Wilshire Blvd,90010,Mongolian
2312,Charcoal BBQ Bourbon & Beer,143,4,(323) 300-5500,2611 N Hyperion Ave,90027,Barbeque
2313,Da Jeong Korean Cuisine,27,4.5,(323) 931-8900,3909 1/2 W Olympic Blvd,90019,Korean
2314,Oren Shabu,109,4,(213) 251-0015,3785 Wilshire Blvd,90010,"Japanese,Tapas & Small Plates"
2315,Pollos El Brasero,67,4,(213) 381-6060,2281 W Pico Blvd,90006,Peruvian
2316,Atwater Village Tavern,235,4,(323) 644-0605,3216 Glendale Blvd,90039,Mexican
2317,Hama Sushi,1099,4,(213) 680-3454,347 E 2nd St,90012,Sushi Bars
2318,Black Rose Tavern,106,4,(310) 275-2619,8771 W Pico Blvd,90035,Music Venues
2319,Falafel Corner,107,4,(213) 252-4435,698 Irolo StSte 103,90005,Falafel
2320,Rutt’s Hawaiian Cafe,1003,4,(310) 398-6326,12114 W Washington Blvd,90066,Hawaiian
2321,Aroma Bar and Grill,268,3.5,(323) 850-8120,7373 W Sunset Blvd,90046,Mediterranean
2322,L’Assiette,297,4.5,(323) 274-2319,7166 Melrose Ave,90046,Steakhouses
2323,CW & Chris Fish and Chicken,53,4.5,(323) 750-9403,6512 S. Western Ave.,90047,Seafood
2324,1880 Cafe,59,4.5,(310) 553-1880,1880 Century Park E,90067,American (New)
2325,Bella Julia Cafe and Bakery,31,4,(323) 848-4727,6363 Yucca St,90028,"American (New),Mexican"
