id,name,votes,rating,phone,address,zip,cuisine
4014,Spitz,118,3.8,(213) 613-0101,"371 E 2nd St, Los Angeles",90012,Middle Eastern
4015,Jerry's Famous Deli,79,3.4,(310) 821-6626,13181 Mindanao Way,90292,Deli
4016,Octopus,106,3.5,(213) 402-1500,"729 W 7th St, Los Angeles",90017,"Japanese,Sushi"
4017,Hooters,36,3.3,(323) 962-3373,6922 Hollywood Blvd,90028,"American,Burger,Bar Food"
4018,French Quarter Market Place,86,3.5,(323) 654-0898,7985 Santa Monica Blvd,90046,"French,International"
4019,Crossroads,32,3.5,(323) 782-9245,"8284 Melrose Ave, Los Angeles",90048,Vegetarian
4020,En Sushi,59,3.6,(310) 477-1551,"11651 Santa Monica Blvd, Los Angeles",90025,"Japanese,Sushi"
4021,Nic's,62,3.8,(310) 550-5707,453 N Canon Dr,90210,American
4022,Rooftop Bar at the Standard,45,3.5,(213) 892-8080,"550 S Flower St Roof, Los Angeles",90071,American
4023,Ciros,175,4.2,(323) 269-5104,"705 N Evergreen Ave, Los Angeles",90033,Mexican
4024,Proof Bakery,46,4.3,(323) 664-8633,"3156 Glendale Blvd, Los Angeles",90039,"Coffee and Tea,Desserts"
4025,Bacaro L.A.,97,4,(213) 748-7205,"2338 S Union Ave, Los Angeles",90007,"Italian,Tapas"
4026,Lido Pizza,236,3.9,(818) 781-2551,15232 Victory Blvd,91411,"Italian,Pizza"
4027,Coffee Table Bistro,96,3.7,(323) 255-2200,1958 Colorado Blvd,90041,"American,Breakfast,Sandwich"
4028,Donut Friend,14,3.4,(213) 995-6191,"5107 York Boulevard, Los Angeles",90065,
4029,Jacks N Joe,116,4.4,(213) 748-4565,"2498 S Figueroa St, Los Angeles",90007,"American,Breakfast,Hawaiian"
4030,Il Pastaio,210,3.8,(310) 205-5444,400 N Canon Dr,90210,Italian
4031,Shintaro,114,3.6,(323) 882-6524,"1900 N Highland Ave, Los Angeles",90068,"Japanese,Sushi"
4032,Euro Caffe,23,3.3,(310) 274-9070,9559 Santa Monica Blvd,90210,Coffee and Tea
4033,Soy Grill & Roll,113,3.8,(213) 746-8831,"2813 S. Figueroa St., Los Angeles",90007,Japanese
4034,Bon Vivant Market & Cafe,19,3.3,(323) 284-8013,"3155 Glendale Blvd, Los Angeles",90039,"Breakfast,Coffee and Tea,Vegetarian"
4035,Terrace Cafe and Bar,81,3.2,(310) 578-1530,7 Washington Blvd,90292,"American,Breakfast"
4037,Cafe Buna,135,3.7,(310) 823-2430,3105 Washington Blvd,90292,"American,Breakfast,Coffee and Tea"
4038,Beard Papa's,106,4.1,(310) 479-6665,"2130 Sawtelle Blvd, Los Angeles",90025,Desserts
4039,NOLA's,66,3.4,(213) 680-3003,"734 E 3rd St, Los Angeles",90013,"Southern,Cajun"
4040,Wood Ranch BBQ & Grill,81,3.6,(323) 937-6800,"189 The Grove Dr, Los Angeles",90036,"American,BBQ,Sandwich"
4041,Gingergrass,330,3.6,(323) 644-1600,"2396 Glendale Blvd, Los Angeles",90039,Vietnamese
4042,District By Hannah An,4,2.9,(310) 278-2345,"8722 W 3rd St, Los Angeles",90048,Vietnamese
4043,Jerry's Famous Deli,105,3.4,(818) 980-4245,12655 Ventura Blvd,91604,Deli
4044,Katsu-Ya,218,3.8,(818) 788-2396,16542 Ventura Blvd,91436,"Japanese,Sushi"
4045,Agra Cafe,109,3.6,(323) 665-7818,"4325 W Sunset Blvd, Los Angeles",90029,Indian
4046,Cactus Mexican Food,104,3.9,(323) 464-5865,"950 Vine St, Los Angeles",90038,"International,Mexican"
4047,Nomura Sushi,5,2.9,(818) 981-3844,14622 Ventura Blvd.,91403,Sushi
4048,Delphi Greek,69,3.4,(310) 478-2900,"1383 Westwood Blvd, Los Angeles",90024,"Breakfast,Greek,Mexican"
4049,Le Pain Quotidien,73,3.5,(310) 859-1100,9630 Santa Monica Blvd,90210,"Breakfast,European"
4050,The Curious Palate,131,4,(310) 437-0144,"12034 Venice Blvd, Los Angeles",90066,"Coffee and Tea,Sandwich,Healthy Food"
4051,Fabrocini's Italian,167,4,(818) 342-4490,18608 Ventura Blvd,91356,Italian
4052,Simplethings Sandwich & Pie Shop,47,4.2,(323) 592-3390,"8310 W Third Street, Los Angeles",90048,"American,Sandwich"
4053,Nick & Stef's Steakhouse,81,3.5,(213) 680-0330,"330 S Hope St, Los Angeles",90071,Seafood
4054,Bar & Kitchen,86,3.3,(213) 784-3048,"819 S Flower St, Los Angeles",90017,
4055,El Cochinito,128,4,(323) 668-0737,"3508 W Sunset Blvd, Los Angeles",90026,Cuban
4056,Bricks and Scones,29,3.5,(323) 463-0811,"403 N Larchmont Blvd, Los Angeles",90004,"American,Coffee and Tea"
4057,JiST Cafe,7,3.2,(213) 792-2116,"116 Judge John Aiso St., Los Angeles",90012,Breakfast
4058,Pampas Grill,59,3.8,(323) 931-1928,"6333 W 3rd St, Los Angeles",90036,"Brazilian,Latin American"
4059,Izakaya Fu-ga,66,3.8,(213) 625-1722,"111 S San Pedro St, Los Angeles",90012,"Asian,Japanese,Sushi"
4060,Blue Palms Brewhouse,67,4.3,(323) 464-2337,"6124 Hollywood Blvd, Los Angeles",90028,"American,Sandwich"
4061,Il Piccolo Verde,13,3.2,(310) 472-4939,"140 South Barrington Pl, Los Angeles",90049,"Italian,Pizza,Vegetarian"
4063,SunCafe Organic,109,3.8,(818) 927-4100,10820 Ventura Blvd,91604,"Beverages,Vegetarian"
4064,Marix Tex Mex Cafe,118,3.6,(323) 656-8800,1108 N Flores St,90069,Tex-Mex
4066,The Little Bear,43,3.5,(213) 622-8100,"1855 Industrial St, Los Angeles",90021,European
4067,OB Bear,19,3.4,(213) 480-4910,"3002 W 7th St, Los Angeles",90005,Korean
4068,Steven's Steak & Seafood House,86,3.5,(323) 723-9856,5332 Stevens Pl,90040,"American,Seafood,Steakhouse"
4069,Hamburger Mary's,61,3.4,(323) 654-3800,8288 Santa Monica Blvd,90046,"American,Burger"
4070,Miceli's,147,3.6,(323) 851-3344,"3655 Cahuenga Blvd W, Hollywood",90068,Italian
4071,Fish Grill,49,3.7,(323) 937-7162,"7226 Beverly Blvd, Los Angeles",90036,Seafood
4072,Kula Revolving Sushi Bar,46,3.9,(213) 290-9631,"333 E 2nd St, Los Angeles",90012,"Sushi,Japanese,Asian"
4073,Ronnie's Diner,104,3.8,(310) 578-9399,"12740 Culver Blvd, Los Angeles",90066,"Breakfast,Diner"
4074,Picca Peruvian Cantina,237,4.1,(310) 277-0133,"9575 W Pico Blvd, Los Angeles",90035,Peruvian
4075,Biergarten,41,3.6,(323) 466-4860,"206 N. Western Ave, Los Angeles",90004,"Asian,Korean,Bar Food"
4076,Maude,45,4.7,(310) 859-3418,212 S Beverly Dr,90212,"American,California"
4077,Hugo's Tacos,107,3.7,(818) 762-7771,"4749 Coldwater Canyon Ave, Studio City",91604,"Mexican,Vegetarian"
4078,Irish Coffee House,35,3.6,(310) 855-3564,8470 Santa Monica Blvd,90069,
4079,Rambutan Thai,134,3.6,(213) 273-8424,"2835 W Sunset Blvd, Los Angeles",90026,"Asian,Thai"
4080,Bugatta,83,3.6,(323) 964-9494,"7174 Melrose Ave, Los Angeles",90046,"Asian,Sushi,California"
4081,Mr. Pizza,104,3.8,(213) 738-0077,"3881 Wilshire Blvd, Los Angeles",90005,"Italian,Pizza"
4082,LA Market,65,3.8,(213) 765-8630,"900 W Olympic Blvd Fl 1, Los Angeles",90015,California
4083,Pitfire Pizza Company,79,3.8,(310) 481-9860,"2018 Westwood Blvd, Los Angeles",90025,Pizza
4084,Paco's Tacos,203,3.7,(310) 645-8692,"6212 W Manchester Ave, Los Angeles",90045,Mexican
4085,Larchmont Bungalow,74,4.2,(323) 461-1528,"107 N Larchmont Blvd, Los Angeles",90004,American
4086,Spice Affair,19,3.4,(310) 400-6800,50 N La Cienega,90211,Indian
4087,Maui Style Hawaiian BBQ,15,3,(323) 838-4975,"150 Citadel Dr, Los Angeles",90040,"BBQ,Fast Food,Hawaiian"
4088,Lamonica's New York Pizza,176,3.9,(310) 208-8671,"1066 Gayley Ave, Los Angeles",90024,"Italian,Pizza"
4089,Beverliz Cafe,15,3.2,(310) 201-0012,308 S Beverly Dr,90212,"American,Sandwich"
4090,El Nopal Restaurant,52,3.4,(310) 559-4732,"10426 National Blvd, Los Angeles",90034,Mexican
4091,Kendall's Brasserie and Bar,121,3.5,(213) 972-7322,"135 N Grand Ave, Los Angeles",90012,French
4092,Cafe Gratitude,53,3.8,(424) 231-8000,"512 Rose Ave, Los Angeles",90291,Vegetarian
4093,Yu Chun Chic Naeng Myun,16,3.4,(213) 382-3815,"3185 W Olympic Blvd, Los Angeles",90006,Korean
4094,Hama Sushi Restaurant,88,3.5,(310) 396-8783,213 Windward Ave,90291,"Asian,Japanese,Sushi"
4095,P.F. Chang's China Bistro,30,3.3,(310) 854-6467,"121 N La Cienega Blvd, Los Angeles",90048,"Asian,Chinese"
4096,BOA Steakhouse,260,3.7,(310) 278-2050,9200 W Sunset Blvd,90069,"American,Seafood,Steakhouse"
4097,Gaucho Grill,134,3.5,(310) 447-7898,"11754 San Vicente Blvd, Los Angeles",90049,"Latin American,Steakhouse"
4099,Art's Deli,115,3.5,(818) 762-1221,12224 Ventura Blvd,91604,"American,Sandwich,Deli"
4100,The Pikey,48,4.3,(323) 850-5400,"7617 W Sunset Blvd, Los Angeles",90046,British
4101,Kyoto's Sushi,46,3.5,(818) 703-9132,"22906 Vanowen St, West Hills",91307,Japanese
4102,Larry's Venice,57,3.9,(310) 399-2700,"24 Windward Ave, Los Angeles",90291,"European,Pizza"
4103,Tropicana Bakery,168,4,(562) 806-8343,10218 Paramount Blvd.,90241,"Coffee and Tea,Cuban"
4104,Yxta Cocina Mexicana,118,3.9,(213) 596-5579,"601 S Central Ave, Los Angeles",90021,Mexican
4105,Vivoli Cafe & Trattoria,78,3.5,(323) 656-5050,7994 W Sunset Blvd,90046,Italian
4106,Viet Noodle Bar,197,3.8,(323) 906-1575,"3133 Glendale Blvd, Los Angeles",90039,Vietnamese
4107,Plan Check Kitchen + Bar,140,4,(310) 288-6500,"1800 Sawtelle Blvd, Los Angeles",90025,Burger
4108,Urasawa,75,4,(310) 247-8939,218 N Rodeo Dr,90210,"Japanese,Seafood,Sushi"
4109,Chan Dara,73,3.7,(323) 467-1052,"310 N Larchmont Blvd, Los Angeles",90004,Thai
4110,Burger Lounge,45,4.6,(310) 289-9250,8539 W Sunset Blvd,90069,Burger
4111,Belmont,65,4.2,(310) 659-8871,"747 N La Cienega Blvd, Los Angeles",90069,American
4112,Carney's,143,3.8,(818) 761-8300,12601 Ventura Blvd,91604,Burger
4113,Summer Canteen,92,4.1,(818) 985-6611,4444 Lankershim blvd,91602,"Asian,Thai,Vietnamese"
4114,Eastside Market Italian Deli,92,4.2,(213) 250-2464,"1013 Alpine Street, Los Angeles",90012,"Italian,Sandwich"
4116,Gloria's Cocina Mexicana,181,3.7,(562) 776-1488,7401 Florence Ave,90240,"Breakfast,Mexican"
4117,Gangadin,131,3.9,(818) 509-0722,12067 Ventura Pl,91604,"Indian,Pakistani,Vegetarian"
4118,Intelligentsia Coffee,124,3.9,(310) 399-1233,1331 Abbot Kinney Blvd,90291,"Coffee and Tea,Desserts"
4119,Spago,790,3.6,(310) 385-0880,176 N Canon Dr,90210,California
4120,Anarkali Indian Restaurant,65,3.6,(323) 934-6488,"7013 Melrose Ave, Los Angeles",90038,"Indian,Vegetarian"
4121,Feed Body & Soul,82,3.3,(310) 450-5550,1239 Abbot Kinney Blvd,90291,"Breakfast,California"
4122,La Piazza Ristorante,41,3.5,(323) 933-5050,"189 The Grove Dr, Los Angeles",90036,Italian
4123,Cravings,82,3.3,(310) 652-6103,8653 W Sunset Blvd,90069,"Italian,California"
4124,Off Vine,72,3.8,(323) 962-1900,"6263 Leland Way, Los Angeles",90028,California
4125,The Fix Burger,107,3.8,(323) 661-8494,"2520 Hyperion Ave, Los Angeles",90027,Burger
4126,Kabuki Japanese,154,3.8,(310) 641-5524,"6081 Center Dr Fl 2, Los Angeles",90045,"Japanese,Sushi"
4127,Benny's Tacos & Chicken Rotisserie,54,3.9,(310) 670-8226,"7101 W Manchester Ave, Los Angeles",90045,"Fast Food,Mexican"
4128,Trois Mec,54,3.5,(323) 782-9225,"716 N Highland Ave, Los Angeles",90038,French
4129,Il Fornaio,102,3.6,(310) 550-8330,301 N Beverly Dr,90210,Italian
4130,Sakura Japanese,163,3.7,(310) 822-7790,"4545 S Centinela Ave, Los Angeles",90066,"Japanese,Sushi"
4132,Stan's Corner Donut Shoppe,103,4.3,(310) 208-8660,"10948 Weyburn Ave, Los Angeles",90024,Desserts
4133,Kitchen 24,70,3.6,Not Available,8575 Santa Monica Blvd,90069,"American,Breakfast"
4134,Asanebo,142,3.6,(818) 760-3348,11941 Ventura Blvd,91604,"Japanese,Sushi"
4135,Kiwami,116,3.7,(818) 763-3910,11920 Ventura Boulevard,91604,"Japanese,Sushi"
4136,Herringbone,10,2.5,(323) 848-6000,8440 Sunset Blvd,90069,"American,Seafood"
4137,Pizzasaurus Rex,378,3.7,(818) 772-7739,17646 Lassen St,91325,Pizza
4138,Sidewalk Cafe,58,3,(310) 399-5547,1401 Ocean Front Walk,90291,American
4139,Kaya Sushi,137,3.7,(310) 577-1143,13400 Washington Blvd,90292,"Japanese,Korean,Sushi"
4140,Chi Dynasty,132,3.8,(323) 667-3388,"1813 Hillhurst Ave, Los Angeles",90027,"Asian,Chinese"
4141,El Cholo - The Original,314,3.8,(323) 734-2773,"1121 S Western Ave, Los Angeles",90006,Mexican
4143,Vegan Joint,115,3.6,(310) 559-1357,"10438 National Blvd, Los Angeles",90034,"Desserts,Thai,Vegetarian"
4144,Tortilla Republic,35,3.7,(310) 657-9888,616 N Robertson Blvd,90069,Mexican
4145,Giamela's Submarine Sandwiches,161,4.2,(323) 661-9444,"3178 Los Feliz Blvd, Los Angeles",90039,Sandwich
4146,Ta-Ke Sushi,56,4.2,(310) 659-6580,"8866 W Sunset Blvd, Los Angeles",90069,"Japanese,Sushi"
4147,Tara's Himalayan Cuisine Express,4,2.7,(323) 766-9775,"1277 W Jefferson Blvd, Los Angeles",90007,Indian
4148,El Carmen,62,4,(323) 852-1552,"8138 W 3rd St, Los Angeles",90048,Mexican
4149,Lum-Ka-Naad,134,3.7,(818) 882-3028,8920 Reseda Blvd,91324,Thai
4151,Local Table,13,3,(213) 488-2654,"800 S Figueroa St, Los Angeles",90017,
4152,Loteria Grill,326,3.9,(323) 465-2500,"6627 Hollywood Blvd, Los Angeles",90028,Mexican
4153,Pho So 1,58,3.8,(818) 996-6515,6450 Sepulveda Blvd,91411,Vietnamese
4154,Smashburger,12,3,(310) 893-6244,"10704 Venice Boulevard, Ste 330",90232,"American,Burger,Healthy Food"
4155,The Park,129,4,(213) 482-9209,"1400 W Sunset Blvd, Los Angeles",90026,
4156,Aroma,115,3.8,(323) 644-2833,"2903 W Sunset Blvd, Los Angeles",90026,Italian
4157,Forage,108,4.4,(323) 663-6885,"3823 W Sunset Blvd, Los Angeles",90026,California
4158,Twin Dragon,69,3.6,(310) 657-7355,"8597 W Pico Blvd, Los Angeles",90035,Chinese
4159,Kravings,53,3.8,(818) 881-7111,18663 Ventura Blvd,91356,"International,Steakhouse"
4160,Tahoe Galbi,122,3.7,(213) 365-9000,"3986 Wilshire Blvd, Los Angeles",90010,Korean
4161,Cabo Taco Baja Grill,52,3.7,(714) 739-1610,15294 Rosecrans Ave,90638,Mexican
4162,33 Taps,14,3.2,(323) 962-1400,"6263 Hollywood Blvd, Los Angeles",90028,American
4163,Masa of Echo Park,336,4.1,(213) 989-1558,"1800 W Sunset Blvd, Los Angeles",90026,"Italian,Pizza,Vegetarian"
4164,Marmalade Cafe,112,3.6,(818) 905-8872,14910 Ventura Blvd,91403,"American,California"
4165,Ugly Roll Sushi,151,4.2,(310) 837-8500,"11128 Palms Blvd, Los Angeles",90034,Sushi
4166,Girasol,30,3.2,(818) 924-2323,"11334 Moorpark Street, North Hollywood",91602,Seafood
4167,El Caserio,81,3.7,(213) 273-8945,"401 Silver Lake Blvd, Los Angeles",90026,"Italian,Latin American,Seafood"
4168,Little Beast Restaurant,47,4.2,(323) 341-5899,"1496 Colorado Boulevard, Los Angeles",90041,
4169,Delancey Bar and Pizzeria,95,3.9,(323) 469-2100,5936 W Sunset Blvd,90028,"Italian,Pizza"
4171,Mac-O-Licious,6,2.7,(818) 814-6220,"5217 Laurel Canyon Blvd, Los Angeles",91607,American
4172,Good Girl Dinette,110,4,(323) 257-8980,"110 North Ave 56, Los Angeles",90042,"Diner,Vietnamese"
4173,Plum Tree Inn,61,3.6,(213) 613-1819,"913 N Broadway, Los Angeles",90012,Chinese
4174,Kang Ho-dong Baekjeong,51,4.4,(213) 384-9678,"3465 W 6th St, Los Angeles",90020,"BBQ,Korean"
4175,Marco's,87,3.7,(323) 650-1060,8200 Santa Monica Blvd,90046,"Italian,Pizza"
4176,Nick's Cafe,30,3.2,(323) 222-1450,"1300 N Spring St, Los Angeles",90012,"American,Diner"
4177,Panini Cafe,76,3.9,(213) 489-4200,"600 W 9th St, Los Angeles",90015,"Italian,Mediterranean"
4178,Soi.7,108,3.8,(213) 537-0333,"518 W 7th St, Los Angeles",90014,Thai
4179,Carnival,149,3.8,(818) 784-3469,4356 Woodman Ave,91423,"Mediterranean,Middle Eastern"
4180,Ca' Del Sole,97,3.6,(818) 985-4669,"4100 Cahuenga Blvd, Toluca Lake",91602,Italian
4181,The Humble Bee Bakery & Cafe,63,4.3,(818) 514-6507,"17321 Saticoy St, Los Angeles",91325,"Breakfast,Sandwich,Healthy Food"
4182,Mulberry Street Pizzeria,158,4.2,(818) 906-8881,17040 Ventura Blvd,91316,"Italian,Pizza"
4183,Bar Marmont,63,3.5,(323) 650-0575,8171 W Sunset Blvd,90069,"American,European"
4184,Mexicali Taco & Co,86,4,(213) 613-0416,"702 N Figueroa St, Los Angeles",90012,Mexican
4185,Tart Restaurant,123,4.2,(323) 556-2608,"115 S Fairfax Ave, Los Angeles",90036,"American,Southern"
4186,Bugis Street Brasserie,4,2.6,(213) 624-1100,"501 S Olive St, Los Angeles",90013,"Asian,Chinese,Malaysian"
4187,B.S. Taqueria,4,3,(213) 622-3744,"514 W 7th St, Los Angeles",90014,Mexican
4189,Le Petit Four,76,3.5,(310) 652-3863,8654 W Sunset Blvd,90069,"Coffee and Tea,French,Italian"
4190,Balconi Coffee Company,10,3.4,(310) 906-0267,"11301 w. Olympic blvd, #124, Los Angeles",90064,Coffee and Tea
4191,Tatsu Ramen,14,3.2,(323) 747-1388,"7111 Melrose Ave, Los Angeles",90046,Ramen
4192,Loteria Grill,54,3.6,(818) 508-5300,12050 Ventura Blvd.,91604,Mexican
4193,Du Par's,43,3.5,(323) 933-8446,"6333 W 3rd St, Los Angeles",90036,"American,Coffee and Tea"
4194,Wolfgang Puck L.A. Bistro,40,3.3,(818) 985-9653,1000 Universal Plaza Drive,91608,California
4195,The Hart and the Hunter,44,4.1,(323) 424-3055,"7950 Melrose Ave, Los Angeles",90048,"American,Southern"
4196,Langer's Deli,246,4.5,(213) 483-8050,"704 S Alvarado St, Los Angeles",90057,Deli
4197,Bucato,62,3.5,(310) 876-0286,"3280 Helms Ave, Los Angeles",90034,Italian
4198,Carlitos Gardel,104,4.1,(323) 655-0891,"7963 Melrose Ave, Los Angeles",90046,"Italian,Latin American,Argentine"
4199,Golden Dragon,94,4,(213) 626-2039,"960 N Broadway, Los Angeles",90012,"Chinese,Dim Sum"
4200,Big Wangs,102,3.7,(323) 469-2449,1562 N Cahuenga Blvd,90028,"Pizza,Bar Food,Sandwich"
4201,Angelino Pizzeria Express,129,4.1,(818) 769-5241,4386 Lankershim Blvd,91602,Pizza
4202,Tomato Pie Pizza Joint,106,3.7,(323) 661-6474,2457 Hyperion Ave,90027,"Italian,Pizza"
4203,"Larchmont Village Wine, Spirits & Cheese",88,4.5,(323) 856-8699,"223 N Larchmont Blvd, Los Angeles",90004,Sandwich
4204,Bar Food,73,4.1,(310) 820-3274,"12217 Wilshire Blvd., Los Angeles",90025,
4205,Sushiya On Sunset,60,3.7,(310) 659-9804,"8650 W Sunset Blvd, Los Angeles",90069,"Japanese,Sushi"
4206,The Eclectic,94,3.7,(818) 760-2233,5156 Lankershim Blvd,91601,Italian
4207,Nobu,206,3.9,(310) 657-5711,903 N La Cienega Blvd,90069,Japanese
4208,Chalet Edelweiss,106,3.7,(310) 645-8740,"8740 S Sepulveda Blvd, Los Angeles",90045,"European,German"
4209,Mo Better Burgers,11,3.1,(323) 939-0242,"901 South La Brea Ave, Ste 2, Los Angeles",90036,"American,Burger,California"
4210,L.A. Prime,64,3.4,(213) 612-4743,"404 S Figueroa St Fl 35, Los Angeles",90071,Steakhouse
4211,Nick's Coffee Shop & Deli,69,3.9,(310) 652-3567,"8536 W Pico Blvd, Los Angeles",90035,"Coffee and Tea,Diner,Sandwich"
4212,Itacho,94,3.7,(323) 938-9009,"7311 Beverly Blvd, Los Angeles",90036,"Asian,Japanese,Sushi"
4213,Demitasse,21,3.5,(213) 613-9300,"135 S San Pedro St, Los Angeles",90012,Coffee and Tea
4214,Kay 'n Dave's Cantina,83,3.6,(310) 558-8100,9341 Culver Blvd,90232,Mexican
4215,Angelo's Ristorante Italiano,79,3.9,(818) 998-7728,20539 Devonshire St,91311,Italian
4216,Ramen Yamadaya,39,3.6,(310) 815-8776,11172 Washington Blvd,90232,Ramen
4217,Enoteca Drago,76,3.8,(310) 786-8236,410 N Canon Dr,90210,Italian
4218,Akasha,212,3.6,(310) 845-1700,9543 Culver Blvd,90232,
4219,Centanni Trattoria,197,4,(310) 314-7275,"1700 Lincoln Blvd., Los Angeles",90291,Italian
4220,Krua Thai,164,3.8,(818) 759-7998,13130 Sherman Way,91605,"Asian,Thai,Vegetarian"
4221,Mae Ploy Restaurant,120,3.9,(213) 353-9635,"2606 W Sunset Blvd, Los Angeles",90026,"Chinese,Thai"
4222,Jon and Vinny's,4,3.1,(323) 334-3369,412 North Fairfax Avenue,90036,Italian
4223,Pink Pepper,89,4.2,(323) 461-2462,"1638 N La Brea Ave, Los Angeles",90028,Thai
4224,Redwood Bar & Grill,77,3.7,(213) 680-2600,"316 W 2nd St, Los Angeles",90012,American
4225,Toscanova,89,3.5,(310) 551-0499,"10250 Santa Monica Blvd., Los Angeles",90067,Italian
4226,94th Aero Squadron,157,3.8,(818) 994-7437,"16320 raymer st, Van Nuys",91406,"American,Sandwich,Steakhouse"
4227,Morton's The Steakhouse,61,3.5,(310) 246-1501,"435 S La Cienega Blvd, Los Angeles",90048,"American,Seafood,Steakhouse"
4229,Abbot's Pizza Company,356,3.8,(310) 396-7334,1407 Abbot Kinney Blvd,90291,Pizza
4230,Bossa Nova Brazilian Cuisine,1105,3.9,(323) 436-7999,"7181 W Sunset Blvd, Los Angeles",90046,"Brazilian,Latin American,Pizza"
4231,Nizam of India,50,3.6,(310) 470-1441,"10871 W Pico Blvd, Los Angeles",90064,Indian
4232,The Glendon Bar & Kitchen,90,3.8,(310) 208-2023,"1071 Glendon Ave, Los Angeles",90024,"American,California"
4234,Vitello's Osteria,116,3.4,(818) 769-0905,4349 Tujunga Ave,91604,Italian
4235,Vito's Pizza,103,4,(310) 652-6859,"846 N La Cienega Blvd, Los Angeles",90069,Pizza
4236,Attari Grill,113,3.9,(310) 446-4660,"1388 Westwood Blvd, Los Angeles",90024,"Middle Eastern,Sandwich"
4237,Moles La Tia,91,4.3,(323) 263-7842,"4619 E Cesar E Chavez Ave #Av, Los Angeles",90022,Mexican
4238,Petty Cash Taqueria,39,3.4,(323) 933-5300,"7360 Beverly Blvd, Los Angeles",90036,Mexican
4239,Ernie's Mexican,99,3.5,(818) 985-4654,4410 Lankershim Blvd,91602,Mexican
4240,Industriel,56,3.7,(213) 488-8020,"609 S Grand Ave, Los Angeles",90017,French
4241,The Hungry Cat,387,3.6,(323) 462-2155,"1535 Vine St, Los Angeles",90028,Seafood
4242,Rincome,281,3.9,(818) 366-5805,17050 Devonshire St,91325,Thai
4243,Furaibo,75,3.5,(310) 444-1432,"2068 Sawtelle Blvd, Los Angeles",90025,"Asian,Japanese,Tapas"
4244,Speranza,73,4.2,(323) 644-1918,"2547 Hyperion Ave, Los Angeles",90027,Italian
4245,Bouchon Bakery,19,3.2,(310) 271-9910,235 N Canon Dr,90212,
4246,Lucille's Smokehouse BBQ,44,3.5,(310) 390-1227,6000 Sepulveda Boulevard,90230,BBQ
4247,Shaherzad Restaurant,112,3.9,(310) 470-3242,"1422 Westwood Blvd, Los Angeles",90024,"Middle Eastern,Armenian"
4248,M Cafe,67,3.8,(310) 858-8459,9433 Brighton Way,90210,"Breakfast,Vegetarian"
4249,"The Highland Donuts One Stop Restaurant""""",11,3.1,(323) 856-0180,"1770 N Highland Ave # D, Los Angeles",90028,"American,Asian"
4250,PhoShow,165,3.6,(310) 398-5200,4349 Sepulveda Blvd,90230,Vietnamese
4251,Corkbar,106,4,(213) 746-0050,"403 W 12th St, Los Angeles",90015,California
4252,The Pie Hole,79,4.6,(213) 537-0115,"714 Traction Ave, Los Angeles",90013,Desserts
4253,Villains Tavern,65,3.7,(213) 613-0766,"1356 Palmetto St, Los Angeles",90013,"American,Burger,Bar Food"
4254,Go's Mart,43,3.9,(818) 704-1459,22330 Sherman Way,91303,Sushi
4255,Meet Restaurant,38,3.6,(310) 815-8222,9727 Culver Blvd,90232,French
4256,Alondra Hot Wings,218,3.8,(323) 722-2731,616 W Whittier Blvd,90640,"American,BBQ"
4257,Don Chuy's Mexican Restaurant,70,4.2,(310) 398-9606,"11800 Jefferson Blvd., Los Angeles",90066,Mexican
4258,Flores,32,3.6,(424) 273-6469,"2024 Sawtelle Boulevard, Los Angeles",90025,American
4259,Shogun Sushi,137,3.3,(818) 349-9555,10174 Reseda Blvd,91324,"Japanese,Sushi"
4260,Frying Fish,73,3,(213) 680-0567,"120 Japanese Village Plaza Mall, Los Angeles",90012,"Japanese,Sushi"
4261,The Good Pizza,200,4.1,(310) 215-1883,"7929 Emerson Ave, Los Angeles",90045,"Italian,Pizza"
4262,Foundation Room,13,3,(323) 845-5100,8430 W Sunset Blvd,90069,American
4263,Truxton's American Bistro,434,3.9,(310) 417-8789,"8611 Truxton Ave, Los Angeles",90045,American
4264,Jack n' Jill's Too,67,3.6,(310) 858-4900,"8738 W 3rd St, Los Angeles",90048,French
4266,Tinto Tapas,108,3.5,(323) 512-3095,"7511 Santa Monica Blvd, Los Angeles",90046,Tapas
4267,Pollo a la Brasa- Peruvian Wood Rotisserie Chicken,115,4.2,(213) 382-4090,"764 S Western Ave, Los Angeles",90005,"BBQ,Latin American"
4268,Chipotle Mexican Grill,257,3.8,(818) 772-5873,9205 Reseda Blvd,91324,"Fast Food,Mexican"
4269,Green Leaves Vegan,166,3.7,(323) 664-2345,"1769 Hillhurst Ave, Los Angeles",90027,"Thai,Vegetarian"
4270,Arashi Sushi,66,3.6,(213) 749-1900,"1111 S Hope St #100, Los Angeles",90015,"Japanese,Sushi"
4271,Mantee,155,3.8,(818) 761-6565,10962 Ventura Blvd,91604,"Mediterranean,Vegetarian,Armenian"
4272,Phil's Deli & Grill,23,3.4,(323) 936-3704,"6333 W 3rd St Spc 540, Los Angeles",90036,"Diner,Sandwich"
4273,Le Saigon,101,4,(310) 312-2929,"11611 Santa Monica Blvd, Los Angeles",90025,"Asian,Vietnamese"
4274,Papa Cristo's,251,3.7,(323) 737-2970,"2771 W Pico Boulevard, Los Angeles",90006,Greek
4275,Morton's The Steakhouse,66,3.5,(818) 703-7272,"6250 Canoga Ave Ste 111, Los Angeles",91367,Steakhouse
