id,name,release date,director,duration,genre
project-moonbase,Project Moonbase,"Sep 4, 1953 Wide",Richard Talmadge,1 hr. 4 min.,Science Fiction & Fantasy
moonbase,Moonbase,"Jun 1, 1997 Wide","Paolo Mazzucato,Paulo Mazzucato",,"Action & Adventure,Science Fiction & Fantasy"
mad_city,Mad City,"Nov 7, 1997 Wide","Costa-Gavras,Costa Gavras",1 hr. 54 min.,"Mystery & Suspense,Drama"
trial-and-error1997,Trial & Error,"May 30, 1997 Wide",Mark Sobel,,"Drama,Television,Mystery & Suspense"
1071812-trial_and_error,The Dock Brief (Trial and Error),"Nov 16, 1962 Wide",James Hill,1 hr. 20 min.,"Drama,Comedy"
the_apostle_2012,The Apostle (O Apóstolo)(El apóstol),"Dec 13, 2013 Limited",Fernando Cortizo,,"Art House & International,Animation"
highball_2000,Highball,"Dec 31, 2000 Wide","Ernie Fusco,Noah Baumbach",,"Drama,Art House & International,Comedy"
double_teamed,Double Teamed,"Jan 18, 2002 Wide",Duwayne Dunham,,"Television,Kids & Family"
apostle,The Apostle,"Jan 30, 1998 Wide",Robert Duvall,2 hr. 14 min.,Drama
1077494-trial_and_error,Trial and Error,"May 30, 1997 Wide",Jonathan Lynn,1 hr. 38 min.,Comedy
honeymoon_1998,Honeymoon,"Jan 1, 1998 Limited","Joan Carr-Wiggin,Dan Sallitt",,Drama
double_team,Double Team,"Apr 4, 1997 Wide","Tsui Hark,Dennis Rodman,Jean-Claude Van Damme,Mickey Rourke,Paul Freeman,Hark Tsui",1 hr. 30 min.,Action & Adventure
saint_laurent,Saint Laurent,"May 8, 2015 Limited",Bertrand Bonello,,"Drama,Art House & International,Special Interest"
honeymoon_2014,Honeymoon,"Sep 12, 2014 Limited",Leigh Janiak,,Drama
honeymoon,Honeymoon,"Jun 1, 1987 Wide","Findo Purnomo HW,Patrick Donat,Jan Hrebejk",,"Drama,Horror,Mystery & Suspense,Comedy"
ten_thousand_saints_2015,Ten Thousand Saints,"Aug 14, 2015 Limited","Robert Pulcini,Shari Springer Berman",1 hr. 53 min.,"Drama,Comedy"
the_blade_of_don_juan,The Blade of Don Juan,"Sep 18, 2015 Limited",Tom Sanchez,,"Drama,Comedy"
the_man_in_the_iron_mask_1939,The Man in the Iron Mask,"Apr 12, 1939 Wide",James Whale,,"Drama,Action & Adventure"
tian_jiang_xiong_shi,Tian jiang xiong shi (Dragon Blade),"Sep 4, 2015 Wide",Daniel Lee,1 hr. 43 min.,"Drama,Action & Adventure,Art House & International"
1083436-1083436-out_of_sight,Out of Sight,"Jun 26, 1998 Wide",Steven Soderbergh,2 hr.,"Drama,Action & Adventure,Romance,Mystery & Suspense,Comedy"
in-the-name-of-the-king-a-dungeon-siege-tale,In the Name of the King: A Dungeon Siege Tale,"Nov 3, 2006 Wide",Uwe Boll,,"Action & Adventure,Classics,Science Fiction & Fantasy"
pi,Pi,"Jul 10, 1998 Wide",Darren Aronofsky,1 hr. 25 min.,"Action & Adventure,Art House & International,Drama,Mystery & Suspense,Science Fiction & Fantasy,Special Interest"
1085113-siege,The Siege,"Nov 6, 1998 Wide",Edward Zwick,2 hr.,Action & Adventure
mulan_ii,Mulan II,"Jan 1, 2003 Wide","Darrell Rooney,Lynne Southerland",1 hr. 18 min.,"Drama,Animation,Kids & Family,Musical & Performing Arts,Comedy"
the-perfect-murder,The Perfect Murder,"Mar 2, 1990 Wide",Zafar Hai,,Mystery & Suspense
perfect_murder_perfect_town,"Perfect Murder, Perfect Town","Feb 27, 2000 Wide",Lawrence Schiller,4 hr.,"Drama,Television,Sports & Fitness,Mystery & Suspense"
mulan,Mulan,"Jun 19, 1998 Wide","Barry Cook,Tony Bancroft",1 hr. 28 min.,"Action & Adventure,Animation,Kids & Family"
prince_of_egypt,The Prince of Egypt,"Dec 18, 1998 Wide","Brenda Chapman,Steve Hickner,Simon Wells,Stephen Hickner",1 hr. 33 min.,"Drama,Animation,Kids & Family,Musical & Performing Arts"
the_last_leprechaun_2001,The Last Leprechaun,"Sep 26, 2001 Wide",David Lister,1 hr. 33 min.,"Action & Adventure,Kids & Family,Science Fiction & Fantasy"
1083171-perfect_murder,A Perfect Murder,"Jun 5, 1998 Wide",Andrew Davis,1 hr. 47 min.,Mystery & Suspense
armageddon,Armageddon,"Jul 1, 1998 Wide",Michael Bay,2 hr. 31 min.,"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy"
10001122-angel_city,Angel City,"Oct 18, 1977 Wide",Jon Jost,,"Comedy,Special Interest"
snake_eyes,Snake Eyes,"Aug 7, 1998 Wide",Brian DePalma,1 hr. 47 min.,"Drama,Action & Adventure,Mystery & Suspense"
quest_for_camelot,Quest For Camelot,"May 15, 1998 Wide","Bronson Pinchot,Bryan White,Cary Elwes,Don Rickles,Eric Idle,Frederisck Du Chau,Gabriel Byrne,Gary Oldman,Jane Seymour,Jessalyn Gilsig,Pierce Brosnan,Frederik Du Chau",1 hr. 26 min.,"Animation,Kids & Family,Science Fiction & Fantasy"
crow_the_city_of_angels,The Crow: City of Angels,"Aug 30, 1996 Wide",Tim Pope,1 hr. 24 min.,"Action & Adventure,Science Fiction & Fantasy"
city_of_angels,City of Angels,"Apr 10, 1998 Wide",Brad Silberling,1 hr. 56 min.,"Drama,Romance,Science Fiction & Fantasy"
the-rugrats-all-growed-up,The Rugrats: All Growed Up,"Jul 21, 2001 Wide",Anthony Bell,,"Television,Animation,Kids & Family,Science Fiction & Fantasy,Comedy"
1010849-jack_frost,Jack Frost,"Dec 13, 1979 Wide","Jules Bass,Arthur Rankin Jr.",48 min.,"Television,Animation,Kids & Family,Musical & Performing Arts"
cahill_us_marshal,Cahill U.S. Marshal,"Jul 11, 1973 Wide",Andrew V. McLaglen,1 hr. 42 min.,"Western,Action & Adventure"
deep_rising,Deep Rising,"Jan 30, 1998 Wide",Stephen Sommers,1 hr. 46 min.,"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy"
wild_things_ii,Wild Things II,"Jan 1, 2004 Wide",Jack Perez,1 hr. 35 min.,"Drama,Action & Adventure,Mystery & Suspense"
london_has_fallen,London Has Fallen,"Mar 4, 2016 Limited",Babak Najafi,,Action & Adventure
us_marshals,U.S. Marshals,"Jun 1, 1997 Wide",Stuart Baird,2 hr. 5 min.,Action & Adventure
1080990-fallen,Fallen,"Jun 1, 1997 Wide",Gregory Hoblit,2 hr. 3 min.,"Drama,Animation,Mystery & Suspense"
waterboys,Waterboys,"Jan 24, 2002 Wide",Shinobu Yaguchi,,"Drama,Art House & International,Comedy"
ronin-gai,Ronin Gai,"Aug 18, 1990 Wide",Kazuo Kuroki,,"Art House & International,Drama"
where_the_wild_things_are,Where the Wild Things Are,"Oct 16, 2009 Wide",Spike Jonze,,"Action & Adventure,Animation,Comedy,Drama,Kids & Family,Science Fiction & Fantasy"
wild_things,Wild Things,"Mar 20, 1998 Wide",John McNaughton,1 hr. 48 min.,"Drama,Mystery & Suspense,Comedy"
47_ronin,47 Ronin,"Dec 25, 2013 Wide","Carl Rinsch,Carl Erik Rinsch",,"Drama,Action & Adventure,Science Fiction & Fantasy"
negotiator,Negotiator (Kôshônin),"Aug 17, 2003 Wide",Takashi Miike,,"Drama,Action & Adventure,Television,Art House & International"
waterboy,The Waterboy,"Nov 6, 1998 Wide",Frank Coraci,1 hr. 31 min.,Comedy
the_negotiator_the_movie,"The Negotiator: The Movie (Kôshônin: The movie - Taimu rimitto kôdo 10,000 m no zunôsen)","Feb 11, 2010 Wide",Hidetomo Matsuda,,"Drama,Action & Adventure"
ronin,Ronin,"Sep 25, 1998 Wide",John Frankenheimer,1 hr. 58 min.,"Mystery & Suspense,Action & Adventure"
1077660-jack_frost,Jack Frost,"Jun 1, 1996 Wide",Michael Cooney,1 hr. 29 min.,"Horror,Comedy"
1083481-negotiator,The Negotiator,"Jul 29, 1998 Wide",F. Gary Gray,2 hr. 21 min.,"Mystery & Suspense,Action & Adventure"
1090089-jack_frost,Jack Frost,"Dec 11, 1998 Wide",Troy Miller,1 hr. 41 min.,"Drama,Kids & Family,Science Fiction & Fantasy,Comedy"
rugrats_movie,The Rugrats Movie,"Nov 20, 1998 Wide","Norton Virgien,Igor Kovalyov",1 hr. 27 min.,"Television,Animation,Kids & Family"
rugrats_in_paris,Rugrats in Paris - The Movie,"Nov 17, 2000 Wide","Stig Bergqvist,Paul Demeyer,Stig Bergguist",1 hr. 25 min.,"Animation,Kids & Family"
saving_private_ryan,Saving Private Ryan,"Jul 24, 1998 Limited",Steven Spielberg,2 hr. 49 min.,"Drama,Action & Adventure"
hard_rain,Hard Rain,"Jun 1, 1997 Wide","Mikael Salomon,Michael Salomon",1 hr. 36 min.,Action & Adventure
man_of_miracles,Holy Joe (Man of Miracles),"Mar 28, 1999 Wide",Larry Peerce,1 hr. 35 min.,"Drama,Television,Faith & Spirituality"
holy_man_the_usa_vs_douglas_white,Holy Man: The USA vs Douglas White,"Aug 10, 2012 Limited",Jennifer Jessum,,"Documentary,Drama,Special Interest"
dirty_work_1933,Dirty Work,"Nov 25, 1933 Wide","Lloyd French,Tom Walls",,"Classics,Comedy,Special Interest"
half_baked,Half Baked,"Jan 16, 1998 Wide",Tamra Davis,1 hr. 22 min.,Comedy
wide_awake_2006,Wide Awake,"Jan 20, 2006 Wide",Alan Berliner,1 hr. 30 min.,"Documentary,Sports & Fitness,Special Interest"
rudolph_the_rednosed_reindeer_and_the_island_of_misfit_toys,Rudolph the Red-Nosed Reindeer and the Island of Misfit Toys,"Oct 30, 2001 Wide",Bill Kowalchuk,1 hr. 14 min.,"Animation,Kids & Family,Musical & Performing Arts,Comedy"
1017962-rudolph_the_rednosed_reindeer,Rudolph the Red-Nosed Reindeer,"Jun 1, 1964 Wide","Kizo Nagashima,Alfie Scopp,Maury Laws,Billie Mae Richards,Burl Ives,Carl Banas,Corinne Conley,Janet Orenstein,Larry D. Mann,Larry Roemer,Paul Soles,Peg Dixon,Stan Francis",53 min.,"Television,Animation,Kids & Family,Classics"
rudolph_the_red_nosed_reindeer_the_movie,Rudolph the Red-Nosed Reindeer: The Movie,"Oct 16, 1998 Wide","William R. Kowalchuk,Bill Kowalchuk",1 hr. 23 min.,"Animation,Kids & Family"
1082432-wide_awake,Wide Awake,"Mar 20, 1998 Wide",M. Night Shyamalan,1 hr. 28 min.,"Drama,Kids & Family,Comedy"
your_friends_and_neighbors,Your Friends & Neighbors,"Aug 19, 1998 Wide",Neil LaBute,1 hr. 31 min.,"Drama,Art House & International,Comedy"
we_are_your_friends,We Are Your Friends,"Aug 28, 2015 Limited",Max Joseph,,Drama
the_rounders_1914,The Rounders,"Sep 7, 1914 Wide",Charles Chaplin,,Comedy
vampires_2010,Vampires,"Sep 1, 2010 Wide",Vincent Lannoo,1 hr. 28 min.,Comedy
1041839-rounders,The Rounders,"Mar 5, 1965 Wide",Burt Kennedy,,"Western,Comedy"
holy_man,Holy Man,"Oct 9, 1998 Wide",Stephen Herek,2 hr.,Comedy
1083480-dirty_work,Dirty Work,"Jun 12, 1998 Wide",Bob Saget,1 hr. 21 min.,"Drama,Comedy"
1083659-rounders,Rounders,"Sep 11, 1998 Wide",John Dahl,2 hr.,Drama
1170120-ill_be_home_for_christmas,I'll Be Home for Christmas,"Dec 23, 1997 Wide",Jerry London,1 hr. 35 min.,"Drama,Television,Comedy"
nico_the_unicorn_2001,Nico The Unicorn,"Oct 1, 2001 Wide",Graeme Campbell,,Kids & Family
sphere,Sphere,"Feb 13, 1998 Wide",Barry Levinson,2 hr. 32 min.,"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy"
1076859-thin_red_line,The Thin Red Line,"May 2, 1964 Wide",Andrew Marton,3 hr.,"Drama,Action & Adventure,Classics"
golden_age,Elizabeth: The Golden Age,"Oct 12, 2007 Wide",Shekhar Kapur,,"Mystery & Suspense,Drama"
double_date_night_the_big_lebowski,Double Date Night: The Big Lebowski,"Mar 6, 1998 Wide","Joel Coen,Ethan Coen",1 hr. 57 min.,Comedy
1084146-thin_red_line,The Thin Red Line,"Dec 23, 1998 Wide",Terrence Malick,3 hr.,"Drama,Action & Adventure"
1084153-elizabeth,Elizabeth,"Nov 6, 1998 Wide",Shekhar Kapur,2 hr. 4 min.,Drama
10004723-dark_city,Dark City,"Oct 17, 1950 Wide",William Dieterle,1 hr. 28 min.,"Drama,Mystery & Suspense,Classics"
771426814,Phantom,"Aug 28, 2015 Limited",Kabir Khan,2 hr. 16 min.,"Drama,Action & Adventure,Art House & International,Mystery & Suspense"
phantom_halo,Phantom Halo,"Jun 19, 2015 Limited",Antonia Bogdanovich,,"Mystery & Suspense,Drama"
dark_city,Dark City,"Feb 27, 1998 Wide",Alex Proyas,1 hr. 41 min.,"Horror,Mystery & Suspense,Science Fiction & Fantasy"
big_lebowski,The Big Lebowski,"Mar 6, 1998 Wide","Ethan Coen,Joel Coen",1 hr. 58 min.,Comedy
pauly_shore_is_dead,Pauly Shore Is Dead,"Mar 11, 2003 Wide",Pauly Shore,1 hr. 22 min.,Comedy
simple_plan,A Simple Plan,"Dec 4, 1998 Wide",Sam Raimi,2 hr. 1 min.,"Mystery & Suspense,Drama"
phantoms,Phantoms,"Jan 23, 1998 Wide",Joe Chappelle,1 hr. 36 min.,"Mystery & Suspense,Horror"
paulie,Paulie,"Apr 17, 1998 Wide",John Roberts,1 hr. 31 min.,"Drama,Action & Adventure,Kids & Family,Comedy"
1088110-ill_be_home_for_christmas,I'll Be Home for Christmas,"Nov 13, 1998 Wide",Arlene Sanford,1 hr. 25 min.,"Comedy,Kids & Family"
basket_case_3_the_progeny,Basket Case 3: The Progeny,"Dec 31, 1992 Wide",Frank Henenlotter,1 hr. 30 min.,Horror
progeny,Progeny,"Jun 1, 1998 Wide",Brian Yuzna,2 hr.,"Science Fiction & Fantasy,Horror"
opposite_sex,The Opposite Sex,"Oct 26, 1956 Wide",David Miller,1 hr. 57 min.,"Romance,Musical & Performing Arts,Classics,Comedy"
eating_happiness,Eating Happiness,"Oct 2, 2015 Limited",Genlin,,Documentary
opposite_of_sex,The Opposite of Sex,"May 29, 1998 Wide",Don Roos,1 hr. 41 min.,Comedy
10009300-happiness,Happiness,"Sep 8, 2007 Wide","Jin-ho Hur,Sophie Barthes",,"Drama,Romance,Comedy"
1152881-godzilla_final_wars,Godzilla: Final Wars,"Nov 29, 2004 Wide",Ryuhei Kitamura,2 hr. 5 min.,"Action & Adventure,Horror,Art House & International,Mystery & Suspense,Science Fiction & Fantasy"
1084175-happiness,Happiness,"Oct 16, 1998 Wide",Todd Solondz,2 hr. 14 min.,"Drama,Comedy"
soldier,Soldier,"Nov 27, 1998 Wide","Abbas Mastan,Abbas-Mustan,Baazigar Fams",,"Drama,Action & Adventure,Art House & International,Mystery & Suspense"
rush_hour_2,Rush Hour 2,"Aug 3, 2001 Wide",Brett Ratner,,"Action & Adventure,Comedy"
13_hours_the_secret_soldiers_of_benghazi,13 Hours: The Secret Soldiers Of Benghazi,"Jan 15, 2016 Wide",Michael Bay,,Drama
rush_hour_3,Rush Hour 3,"Aug 10, 2007 Wide",Brett Ratner,,"Action & Adventure,Comedy"
1083934-soldier,Soldier,"Oct 23, 1998 Wide",Paul W.S. Anderson,1 hr. 35 min.,"Action & Adventure,Science Fiction & Fantasy"
rush_hour,Rush Hour,"Sep 18, 1998 Wide",Brett Ratner,1 hr. 37 min.,"Action & Adventure,Comedy"
godzilla_2014,Godzilla,"May 16, 2014 Wide",Gareth Edwards,,"Mystery & Suspense,Science Fiction & Fantasy"
godzilla,Godzilla,"May 20, 1998 Wide",Roland Emmerich,1 hr. 38 min.,"Action & Adventure,Horror,Science Fiction & Fantasy"
rushmore_beer_tasting,Rushmore Beer Tasting,"Feb 12, 1999 Wide",Wes Anderson,1 hr. 30 min.,Comedy
rushmore,Rushmore,"Sep 17, 1998 Wide",Wes Anderson,1 hr. 33 min.,Comedy
urban_legends_bloody_mary,Urban Legends: Bloody Mary,"Jul 19, 2005 Wide",Mary Lambert,1 hr. 38 min.,Horror
urban_legends_final_cut,Urban Legends: Final Cut,"Sep 22, 2000 Wide",John Ottman,,Horror
urban_legend,Urban Legend,"Sep 25, 1998 Wide",Jamie Blanks,1 hr. 40 min.,"Mystery & Suspense,Horror"
great_expectations_1947,Great Expectations,"Jun 7, 1947 Limited",David Lean,1 hr. 58 min.,"Drama,Classics"
love_kills_1999,Love Kills,"Dec 31, 1999 Wide",Mario Van Peebles,1 hr. 37 min.,"Drama,Comedy"
great_expectations_2012,Great Expectations,"Nov 8, 2013 Limited",Mike Newell,,"Drama,Classics"
1081200-great_expectations,Great Expectations,"Jan 30, 1998 Limited",Alfonso Cuarón,1 hr. 52 min.,"Drama,Kids & Family,Romance"
gingerbread_man,The Gingerbread Man,"Jun 1, 1997 Wide",Robert Altman,1 hr. 55 min.,"Mystery & Suspense,Drama"
book_of_life,The Book of Life,"Oct 10, 1998 Wide",Hal Hartley,1 hr. 3 min.,"Art House & International,Comedy"
moon_for_the_misbegotten,A Moon for the Misbegotten,"May 27, 1975 Wide",Jose Quintero,,"Musical & Performing Arts,Classics,Special Interest"
the_book_of_life_2014,The Book of Life,"Oct 17, 2014 Wide",Jorge R. Gutierrez,1 hr. 35 min.,"Animation,Romance"
mighty,The Mighty,"Oct 9, 1998 Wide",Peter Chelsom,1 hr. 39 min.,Drama
1084868-celebrity,Celebrity,"Nov 20, 1998 Wide",Woody Allen,1 hr. 53 min.,Comedy
misbegotten,Misbegotten,"Jun 1, 1998 Wide",Mark L. Lester,,Mystery & Suspense
shakespeare_in_love,Shakespeare in Love,"Dec 25, 1998 Wide",John Madden,2 hr. 2 min.,"Comedy,Romance"
mighty_heart,A Mighty Heart,"Jun 22, 2007 Wide",Michael Winterbottom,,Drama
10012263-double_take,Double Take,"Jan 1, 2009 Wide","Youssef Britel,Johan Grimonprez",1 hr. 20 min.,"Documentary,Drama"
1104038-double_take,Double Take,"Jan 12, 2001 Wide",George Gallo,,"Action & Adventure,Comedy"
cruel-intentions-3,Cruel Intentions 3,"May 25, 2004 Wide",Scott Ziehl,1 hr. 26 min.,"Mystery & Suspense,Drama"
message_in_a_bottle,Message in a Bottle,"Feb 12, 1999 Wide",Luis Mandoki,2 hr. 6 min.,"Drama,Romance"
tarzan_2016,Tarzan,"Jul 1, 2016 Wide",David Yates,,Action & Adventure
tarzan_2013,Tarzan,"May 9, 2014 Limited",Reinhard Klooss,1 hr. 34 min.,"Animation,Kids & Family,Art House & International"
baby_geniuses_baby_squad_investigators_2013,Baby Geniuses: Baby Squad Investigators (Baby Geniuses and the Mystery of the Crown Jewels),"Feb 5, 2013 Wide",Sean McNamara,,"Comedy,Kids & Family"
stuart_little_3_call_of_the_wild,Stuart Little 3: Call of the Wild,"Feb 21, 2006 Wide",Audu Paden,1 hr. 12 min.,"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy,Comedy"
baby_geniuses,Baby Geniuses,"Mar 12, 1999 Wide","Bob Clark (III),Bob Clark",1 hr. 34 min.,"Drama,Kids & Family,Comedy"
stuart_little_2,Stuart Little 2,"Jul 19, 2002 Wide",Rob Minkoff,,"Action & Adventure,Kids & Family,Science Fiction & Fantasy,Comedy"
any_given_sunday,Any Given Sunday,"Dec 22, 1999 Wide",Oliver Stone,2 hr. 45 min.,"Drama,Action & Adventure"
stuart_little,Stuart Little,"Dec 17, 1999 Wide",Rob Minkoff,1 hr. 25 min.,"Action & Adventure,Kids & Family,Science Fiction & Fantasy,Comedy"
tarzan,Tarzan,"Jun 16, 1999 Wide","Chris Buck (II),Chris Buck,Kevin Lima",1 hr. 28 min.,"Drama,Action & Adventure,Animation"
1037780-man_in_the_moon,The Man in the Moon,"Aug 30, 1991 Wide",Robert Mulligan,1 hr. 45 min.,"Drama,Romance"
cruel_intentions_2,Cruel Intentions 2,"Nov 1, 2000 Wide","Robert Kumble,Roger Kumble",1 hr. 27 min.,"Drama,Comedy"
the_beauty_inside,The Beauty Inside,"Sep 11, 2015 Limited",Jong-Yeol Baek,2 hr. 7 min.,Comedy
cruel_intentions,Cruel Intentions,"Mar 5, 1999 Wide",Roger Kumble,1 hr. 34 min.,Drama
sixth_sense,The Sixth Sense,"Aug 6, 1999 Wide",M. Night Shyamalan,1 hr. 45 min.,Mystery & Suspense
1093579-man_on_the_moon,Man on the Moon,"Dec 22, 1999 Wide",Milos Forman,1 hr. 58 min.,"Drama,Comedy"
la-belle-americaine-the-american-beauty,La Belle Américaine (The American Beauty),"Dec 17, 1961 Wide",Robert Dhéry,,"Art House & International,Comedy"
american_beauty,American Beauty,"Oct 1, 1999 Wide",Sam Mendes,2 hr. 2 min.,"Drama,Comedy"
1059003-true_crime,True Crime,"Dec 31, 1995 Wide",Pat Verducci,,Mystery & Suspense
matrix_revolutions,The Matrix Revolutions,"Oct 27, 2003 Wide","Larry Wachowski,Lana Wachowski,Andy Wachowski,The Wachowski Brothers",,"Mystery & Suspense,Science Fiction & Fantasy"
fight-club-members-only,Fight Club: Members Only,"Feb 17, 2006 Wide",Vikram Chopra,,"Drama,Action & Adventure"
matrix_reloaded,The Matrix Reloaded,"May 7, 2003 Wide","Larry Wachowski,Lana Wachowski,Andy Wachowski,The Wachowski Brothers",,"Mystery & Suspense,Science Fiction & Fantasy"
1053672-payback,Payback,"Jan 10, 1995 Wide","Anthony Hickox,Richard Kletter",1 hr. 33 min.,Mystery & Suspense
nisonger_sensory_friendly_screening_the_iron_giant,Nisonger Sensory Friendly Screening: The Iron Giant,"Aug 6, 1999 Wide",Brad Bird,1 hr. 26 min.,Kids & Family
payback_2012,Payback,"Apr 25, 2012 Limited",Jennifer Baichwal,1 hr. 25 min.,"Documentary,Special Interest"
lake_placid_3,Lake Placid 3,"Aug 21, 2010 Wide","Griff Furst,G.E. Furst",1 hr. 36 min.,"Action & Adventure,Television,Horror,Mystery & Suspense,Science Fiction & Fantasy"
lake_placid_2,Lake Placid 2,"Apr 28, 2007 Wide",David Flores,1 hr. 10 min.,"Television,Horror"
1087648-payback,Payback,"Feb 5, 1999 Wide",Brian Helgeland,1 hr. 40 min.,"Drama,Action & Adventure,Mystery & Suspense"
fight_club,Fight Club,"Oct 15, 1999 Wide",David Fincher,2 hr. 19 min.,"Drama,Comedy"
virus_1996,Virus,"Jan 1, 1996 Wide",Allan A. Goldstein,,"Drama,Action & Adventure,Mystery & Suspense"
virus1995,Virus,"May 8, 1995 Wide",Armand Mastroianni,1 hr. 34 min.,"Mystery & Suspense,Drama"
lake_placid,Lake Placid,"Jul 16, 1999 Wide",Steve Miner,1 hr. 32 min.,"Action & Adventure,Horror,Mystery & Suspense,Comedy"
iron_giant,The Iron Giant,"Jul 1, 1999 Wide",Brad Bird,1 hr. 26 min.,"Animation,Kids & Family,Science Fiction & Fantasy"
1085867-virus,Virus,"Jan 15, 1999 Wide",John Bruno,1 hr. 40 min.,"Action & Adventure,Horror,Science Fiction & Fantasy"
1084928-true_crime,True Crime,"Mar 19, 1999 Wide",Clint Eastwood,2 hr. 7 min.,"Mystery & Suspense,Drama"
american_pie_presents_band_camp,American Pie Presents - Band Camp,"Dec 27, 2005 Wide",Steve Rash,1 hr. 36 min.,Comedy
anna_and_the_king_of_siam,Anna and the King of Siam,"Jun 20, 1946 Wide",John Cromwell,2 hr. 8 min.,"Drama,Romance,Musical & Performing Arts,Classics"
american_pie_2,American Pie 2,"Aug 10, 2001 Wide","James B. Rogers (II),J.B. Rogers",,Comedy
matrix,The Matrix,"Mar 31, 1999 Wide","Larry Wachowski,The Wachowski Brothers,Andy Wachowski,Lana Wachowski",2 hr. 16 min.,"Action & Adventure,Science Fiction & Fantasy"
1093611-anna_and_the_king,Anna and the King,"Jun 1, 2000 Wide","Andrew Tennant,Andy Tennant",2 hr. 27 min.,"Drama,Romance,Classics"
land-of-entrapment,Land of Entrapment,"Nov 4, 2007 Wide",Craig A. Butler,,Drama
yeh_dillagi,Yeh Dillagi (The Game of Love),"May 6, 1994 Wide",Naresh Malhotra,,"Drama,Musical & Performing Arts,Art House & International,Comedy"
straight_story_2006,Straight Story,"Dec 21, 2006 Wide","Efi Mouriki,Vladimiros Kiriakidis",,"Romance,Art House & International,Comedy"
games_of_love_and_chance,Games of Love and Chance (L'Esquive),"Aug 31, 2005 Limited",Abdel Kechiche,2 hr. 3 min.,"Drama,Romance,Art House & International,Comedy"
straight_story,The Straight Story,"Oct 15, 1999 Wide",David Lynch,1 hr. 51 min.,"Drama,Action & Adventure,Kids & Family"
dogmatic,Dogmatic,"May 30, 1999 Wide",Neill Fearnley,1 hr. 31 min.,Comedy
dogma,Dogma,"Nov 12, 1999 Wide",Kevin Smith,2 hr. 8 min.,Comedy
force_of_nature_the_david_suzuki_movie,Force of Nature: The David Suzuki Movie,"Dec 2, 2011 Limited",Sturla Gunnarsson,1 hr. 33 min.,Documentary
day_the_world_ended,Day the World Ended,"Dec 1, 1955 Wide",Roger Corman,,"Science Fiction & Fantasy,Horror"
big_daddy,Big Daddy,"Jun 25, 1999 Wide",Dennis Dugan,1 hr. 29 min.,"Comedy,Kids & Family"
galaxy_quest,Galaxy Quest,"Dec 25, 1999 Wide",Dean Parisot,1 hr. 42 min.,"Science Fiction & Fantasy,Comedy"
1022871-virus,Fukkatsu no hi (Day of Resurrection) (The End) (Virus),"Jun 26, 1980 Wide",Kinji Fukasaku,,"Action & Adventure,Horror,Art House & International,Mystery & Suspense,Science Fiction & Fantasy"
end_of_days,End of Days,"Nov 24, 1999 Wide",Peter Hyams,2 hr. 2 min.,"Action & Adventure,Horror"
he_named_me_malala,He Named Me Malala,"Oct 2, 2015 Limited",Davis Guggenheim,,Documentary
chilly_beach_the_world_is_hot_enough,Chilly Beach: The World Is Hot Enough,"Feb 5, 2008 Wide",Edin Ibric,,"Art House & International,Animation"
world_and_time_enough,World and Time Enough,"Oct 1, 1995 Wide",Eric Mueller,1 hr. 30 min.,"Drama,Romance,Gay & Lesbian,Comedy"
forces_of_nature,Forces of Nature,"Mar 19, 1999 Wide",Bronwen Hughes,1 hr. 46 min.,"Drama,Romance,Comedy"
welcome_to_me,Welcome to Me,"May 1, 2015 Limited",Shira Piven,,"Drama,Comedy"
1010242-hurricane,The Hurricane,"Jan 1, 1937 Wide","John Ford,Stuart Heisler",1 hr. 42 min.,"Drama,Action & Adventure,Romance,Classics"
world_is_not_enough,The World Is Not Enough,"Nov 19, 1999 Wide",Michael Apted,2 hr. 5 min.,"Mystery & Suspense,Action & Adventure"
1093641-hurricane,The Hurricane,"Dec 29, 1999 Wide",Norman Jewison,2 hr. 26 min.,"Drama,Sports & Fitness,Mystery & Suspense"
wild_west_comedy_show,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,"Feb 8, 2008 Wide",Ari Sandel,1 hr. 40 min.,"Documentary,Comedy"
the-wild-and-wonderful-whites-of-west-virginia,The Wild and Wonderful Whites of West Virginia,"Oct 17, 2009 Wide",Julien Nitzberg,,"Documentary,Special Interest"
analyze_this,Analyze This,"Mar 5, 1999 Wide",Harold Ramis,1 hr. 50 min.,Comedy
analyze_that,Analyze That,"Dec 6, 2002 Wide",Harold Ramis,,Comedy
wild_wild_west,Wild Wild West,"Jun 30, 1999 Wide",Barry Sonnenfeld,1 hr. 47 min.,"Western,Action & Adventure,Comedy"
entrapment,Entrapment,"Apr 30, 1999 Wide",Jon Amiel,1 hr. 53 min.,"Drama,Action & Adventure,Mystery & Suspense"
for_love_of_the_game,For Love of the Game,"Sep 17, 1999 Wide",Sam Raimi,2 hr. 18 min.,"Drama,Romance"
the-best-man2006,The Best Man,"Mar 26, 2006 Wide",Alex Pillai,,"Drama,Television,Mystery & Suspense"
other_sister,The Other Sister,"Feb 26, 1999 Wide",Garry Marshall,2 hr. 9 min.,"Drama,Comedy"
